Configuration,grade1,CPI,BW/s((GB/sec),GFLOPS/s,Vectorization,Power(W),Temperature(C),Time(sec)
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '2', 'balanced']",121.9733,1.9733,0.1187,0.0985,8.9695,100.0,60.0,"[1.402169, 1.409698, 1.454188, 1.45506]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '3', 'balanced']",122.2151,2.2151,0.1548,0.0974,8.9725,100.0,60.0,"[1.492522, 1.417453, 1.421075, 1.488888]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '4', 'balanced']",121.0198,3.0198,0.1992,0.0983,8.9758,101.0,59.0,"[1.448821, 1.436498, 1.459459, 1.451606]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '2', 'balanced']",120.2705,2.2705,0.1162,0.0978,8.9758,101.0,59.0,"[1.464134, 1.448991, 1.441646, 1.470883]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '3', 'balanced']",120.6905,2.6905,0.1556,0.0993,8.9783,101.0,59.0,"[1.461134, 1.494836, 1.402895, 1.472693]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '4', 'balanced']",121.9962,3.9962,0.2098,0.1029,8.9822,103.0,59.0,"[1.385885, 1.420146, 1.458308, 1.434594]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '2', 'balanced']",120.6023,2.6023,0.1201,0.1002,8.9782,101.0,59.0,"[1.491355, 1.430224, 1.392872, 1.418466]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '3', 'balanced']",123.216,3.216,0.1643,0.1024,8.9951,103.0,60.0,"[1.435266, 1.455134, 1.427648, 1.461329]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '4', 'balanced']",122.2787,4.2787,0.1994,0.0933,9.0048,112.0,59.0,"[1.583326, 1.634637, 1.645356, 1.639441]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '2', 'scatter']",119.9682,1.9682,0.1161,0.0958,8.972,100.0,59.0,"[1.494211, 1.442571, 1.452151, 1.50477]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '3', 'scatter']",120.2317,2.2317,0.1548,0.0968,8.9762,101.0,59.0,"[1.45169, 1.464837, 1.468217, 1.481953]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '4', 'scatter']",120.3219,2.3219,0.2011,0.0985,8.9809,101.0,59.0,"[1.468967, 1.461749, 1.441138, 1.421669]"
