Configuration,grade1,CPI,BW/s((GB/sec),GFLOPS/s,Vectorization,Power(W),Temperature(C),Time(sec)
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '2', 'balanced']",127.0316,3.0316,0.4774,11.1061,6.2863,150.0,62.0,"[8.044451, 7.848376, 7.905437, 7.972116]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '3', 'balanced']",129.5904,3.5904,0.73,11.168,6.2858,156.0,63.0,"[7.957247, 7.880849, 7.814914, 7.951873]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '4', 'balanced']",128.0031,4.0031,1.4841,11.5072,6.2847,162.0,62.0,"[7.623468, 7.769668, 7.647886, 7.666302]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '2', 'scatter']",125.0796,3.0796,0.6663,9.3609,6.3136,121.0,61.0,"[9.001992, 8.741617, 9.271597, 9.077385]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '3', 'scatter']",123.6394,3.6394,0.9342,9.8317,6.3139,123.0,60.0,"[8.701965, 8.528531, 8.622329, 8.513667]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '4', 'scatter']",124.1667,4.1667,2.0689,10.1066,6.32,124.0,60.0,"[8.424241, 8.455687, 8.31501, 8.269612]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '38', '2', 'scatter']",122.944,2.944,0.5726,10.3956,6.3133,135.0,60.0,"[8.126192, 8.220697, 8.069777, 8.082981]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '38', '3', 'scatter']",125.5326,3.5326,0.8926,10.6184,6.3141,141.0,61.0,"[8.000361, 8.037158, 7.851693, 7.933472]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '38', '4', 'scatter']",124.1619,4.1619,2.1374,10.6138,6.3204,148.0,60.0,"[7.966351, 7.93947, 7.972637, 7.989951]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '57', '2', 'scatter']",127.028,3.028,0.5686,10.5554,6.3135,152.0,62.0,"[7.99634, 7.792835, 8.068507, 7.868805]"
