Configuration,grade1,CPI,BW/s((GB/sec),GFLOPS/s,Vectorization,Power(W),Temperature(C),Time(sec)
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '2', 'scatter']",139.3192,3.3192,0.9723,57.4331,10.3297,147.0,68.0,"[7.031789, 6.77821, 7.047388, 6.992151]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '3', 'scatter']",140.1088,4.1088,1.9185,54.1105,10.3298,149.0,68.0,"[7.627282, 7.552734, 7.472422, 6.907073]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '4', 'scatter']",142.5906,4.5906,4.3869,54.0295,10.3297,153.0,69.0,"[7.438343, 7.396859, 7.37332, 7.395549]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '2', 'balanced']",135.0517,3.0517,0.5765,29.8688,10.3297,119.0,66.0,"[12.87039, 13.24423, 12.8955, 14.54033]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '3', 'balanced']",127.5397,3.5397,1.4317,42.7144,10.3297,121.0,62.0,"[9.155294, 9.133516, 9.557535, 9.599649]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '4', 'balanced']",128.3896,4.3896,2.2902,36.8495,10.3297,119.0,62.0,"[10.77485, 10.9001, 10.88543, 10.84541]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '2', 'balanced']",131.2568,3.2568,0.9694,50.4567,10.3297,132.0,64.0,"[8.19124, 8.101782, 7.24857, 8.158617]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '3', 'balanced']",134.2963,4.2963,1.3926,40.2316,10.3297,133.0,65.0,"[9.182638, 10.25745, 9.984675, 10.33216]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '4', 'balanced']",134.8268,4.8268,2.505,36.7503,10.3297,133.0,65.0,"[11.08261, 10.89298, 10.71766, 10.8297]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '2', 'balanced']",137.6611,3.6611,1.015,51.0446,10.3297,145.0,67.0,"[8.290186, 8.221763, 7.377871, 7.445297]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '3', 'balanced']",138.5307,4.5307,1.4297,40.0021,10.3298,147.0,67.0,"[10.33134, 9.477249, 10.09404, 10.08221]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '4', 'balanced']",143.0161,5.0161,2.6939,36.4684,10.3297,152.0,69.0,"[10.91855, 10.93252, 10.98921, 11.01921]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '2', 'scatter']",134.8888,2.8888,0.6352,33.0723,10.3321,120.0,66.0,"[13.49982, 11.37262, 11.71463, 11.72455]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '3', 'scatter']",129.6532,3.6532,1.5445,42.2135,10.3321,120.0,63.0,"[9.217408, 10.2472, 9.219824, 9.165402]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '4', 'scatter']",128.1809,4.1809,2.7823,39.8045,10.3321,119.0,62.0,"[10.04885, 9.894677, 10.22716, 9.969892]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '38', '2', 'scatter']",131.1713,3.1713,0.9517,51.6704,10.3321,133.0,64.0,"[8.060251, 8.04478, 7.38125, 7.436173]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '38', '3', 'scatter']",133.9651,3.9651,1.9001,48.3235,10.3321,135.0,65.0,"[8.12032, 8.885517, 7.983546, 8.074822]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '38', '4', 'scatter']",136.4716,4.4716,3.5539,44.7288,10.3321,135.0,66.0,"[8.940564, 8.719757, 9.349828, 8.71141]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '57', '2', 'scatter']",137.3357,3.3357,1.0093,58.2803,10.3321,147.0,67.0,"[6.786959, 6.790959, 6.83545, 7.002019]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '57', '3', 'scatter']",140.1065,4.1065,1.8885,53.4905,10.3322,152.0,68.0,"[7.478424, 7.442403, 7.592736, 7.356614]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '57', '4', 'scatter']",140.6249,4.6249,4.3097,53.7928,10.3321,155.0,68.0,"[7.351198, 7.575734, 7.36721, 7.408459]"
